title,author,added_date,filename,opf_title,opf_creator,opf_language,opf_source,opf_publisher,opf_identifier
ママ×カノ ～教え子のお母さんがエッチな先生で、娘の世話を焼いたら駄目ですか？～「特別増量版」,志方孝志,2025-07-12, ママ×カノ　～教え子のお母さんがエッチな先生で娘の世話を焼いたら駄目ですか～特別増量版  1.epub,ママ×カノ ～教え子のお母さんがエッチな先生で、娘の世話を焼いたら駄目ですか？～「特別増量版」,志方孝志,zh-CN,,株式会社パラダイム,9784801593725
ママは対魔忍 乱れ堕ちる熟くノ一,新居佑,2025-08-05, ママは対魔忍　乱れ堕ちる熟くノ一 .epub,ママは対魔忍 乱れ堕ちる熟くノ一,新居佑,zh-CN,,株式会社キルタイムコミュニケーション,79921481KTC2DN000352
メイドやります！ 年上お姉さんとツンツン幼なじみ,青橋 由高,2025-06-17, メイドやります　年上お姉さんとツンツン幼なじみ .epub,メイドやります！ 年上お姉さんとツンツン幼なじみ,青橋 由高,zh-CN,,フランス書院,B06Y1J8PXP
メインヒロインより可愛いモブの田中さん 1,3pu,2026-02-26, メインヒロインより可愛いモブの田中さん 1 .epub,メインヒロインより可愛いモブの田中さん 1,3pu,zh-CN,,株式会社オーバーラップ,calibre:127
ユーカリの花を求めて (リアルドリーム文庫),懺悔,2025-08-20, ユーカリの花を求めて リアルドリーム文庫 .epub,ユーカリの花を求めて (リアルドリーム文庫),懺悔,zh-CN,,株式会社キルタイムコミュニケーション,5ab3a03f-bd1d-4d16-a28e-1c6e5a05caaa
リビルドワールドIII〈上〉 埋もれた遺跡,ナフセ,2026-01-27, リビルドワールドIII上　埋もれた遺跡 .epub,リビルドワールドIII〈上〉 埋もれた遺跡,ナフセ,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,04913069A09225600000
リビルドワールドIII〈下〉 賞金首討伐の誘い,ナフセ,2026-01-27, リビルドワールドIII下　賞金首討伐の誘い .epub,リビルドワールドIII〈下〉 賞金首討伐の誘い,ナフセ,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,04913070A09225700000
リビルドワールドII〈上〉 旧領域接続者,ナフセ,2026-01-27, リビルドワールドII上　旧領域接続者 .epub,リビルドワールドII〈上〉 旧領域接続者,ナフセ,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,04912730A08854500000
リビルドワールドII〈下〉 死後報復依頼プログラム,ナフセ,2026-01-27, リビルドワールドII下　死後報復依頼プログラム .epub,リビルドワールドII〈下〉 死後報復依頼プログラム,ナフセ,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,04912731A08854600000
リビルドワールドIV 現世界と旧世界の闘争,ナフセ,2026-01-27, リビルドワールドIV　現世界と旧世界の闘争 .epub,リビルドワールドIV 現世界と旧世界の闘争,ナフセ,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,04913490A09765000000
リビルドワールドIX〈上〉 生死の均衡 (電撃の新文芸),ナフセ,2026-04-09, リビルドワールドIX上 生死の均衡 電撃の新文芸 .epub,リビルドワールドIX〈上〉 生死の均衡 (電撃の新文芸),ナフセ,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,e8eb9e3e-64ed-4836-bea6-3c3790cebd57
リビルドワールドI〈下〉 無理無茶無謀,ナフセ,2026-01-27, リビルドワールドI下　無理無茶無謀 .epub,リビルドワールドI〈下〉 無理無茶無謀,ナフセ,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,04912519A08470700000
リビルドワールドI＜上＞ 誘う亡霊,ナフセ,2026-01-27, リビルドワールドI＜上＞　誘う亡霊 .epub,リビルドワールドI＜上＞ 誘う亡霊,ナフセ,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,04912394A08362300000
リビルドワールドVII 超人 (電撃の新文芸),ナフセ,2026-01-27, リビルドワールドVII 超人 電撃の新文芸 .epub,リビルドワールドVII 超人 (電撃の新文芸),ナフセ,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,B0BQXCRM3W
リビルドワールドVIII〈上〉 第３奥部 (電撃の新文芸),ナフセ,2026-01-27, リビルドワールドVIII上 第３奥部 電撃の新文芸 .epub,リビルドワールドVIII〈上〉 第３奥部 (電撃の新文芸),ナフセ,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,cf968b9a-b2ad-427e-a9c1-03a481394dbf
リビルドワールドVIII〈下〉 偽アキラ (電撃の新文芸),わいっしゅ,2026-01-27, リビルドワールドVIII下　偽アキラ 電撃の新文芸 .epub,リビルドワールドVIII〈下〉 偽アキラ (電撃の新文芸),わいっしゅ,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,urn:asin:B0CW1MKNTT
リビルドワールドVI〈上〉 統治系管理人格,ナフセ,2026-01-27, リビルドワールドVI上　統治系管理人格 .epub,リビルドワールドVI〈上〉 統治系管理人格,ナフセ,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,B09TSSRKTQ
リビルドワールドVI〈下〉 望みの果て (電撃の新文芸),ナフセ,2026-01-27, リビルドワールドVI下 望みの果て 電撃の新文芸 .epub,リビルドワールドVI〈下〉 望みの果て (電撃の新文芸),ナフセ,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,B09WZNKW9L
リビルドワールドV 大規模抗争,ナフセ,2026-01-27, リビルドワールドV　大規模抗争 .epub,リビルドワールドV 大規模抗争,ナフセ,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,04913738A10015900000
レイの世界 ―Re:I― １ Another World Tour,時雨沢 恵一,2025-12-07, レイの世界 ReI １ Another World Tour .epub,レイの世界 ―Re:I― １ Another World Tour,時雨沢 恵一,zh-CN,,株式会社ドワンゴ,calibre:12197
レイの世界 ―Re:I― ２ Another World Tour,時雨沢 恵一,2025-12-07, レイの世界 ReI ２ Another World Tour .epub,レイの世界 ―Re:I― ２ Another World Tour,時雨沢 恵一,zh-CN,,株式会社ドワンゴ,calibre:12198
レイの世界 ―Re:I― ３ Another World Tour,時雨沢　恵一,2025-12-07, レイの世界 ReI ３ Another World Tour .epub,レイの世界 ―Re:I― ３ Another World Tour,時雨沢 恵一,zh-CN,,株式会社ドワンゴ,04893113A16564500000
一般人の俺を芸能科女子達が逃がしてくれない件。２,膳所々,2025-11-03, 一般人の俺を芸能科女子達が逃がしてくれない件２ .epub,一般人の俺を芸能科女子達が逃がしてくれない件。２,膳所々,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,04116568A22620400000
三美姫の牝豚 ～姦獄の城～「特別増量版」,kattern,2025-08-05, 三美姫の牝豚 ～姦獄の城～特別増量版 .epub,三美姫の牝豚 ～姦獄の城～「特別増量版」,kattern,zh-CN,,株式会社パラダイム,9784801594241
不死探偵・冷堂紅葉 ０１．君とのキスは密室で【電子イラスト特典付き】,零 雫,2025-10-17, 不死探偵冷堂紅葉　０１君とのキスは密室で電子イラスト特典付き .epub,不死探偵・冷堂紅葉 ０１．君とのキスは密室で【電子イラスト特典付き】,零 雫,zh-CN,,SBクリエイティブ株式会社,B0C69HDMJK
不死探偵・冷堂紅葉 ０２．君に遺す『希望』,零雫,2025-10-17, 不死探偵冷堂紅葉　０２君に遺す希望 .epub,不死探偵・冷堂紅葉 ０２．君に遺す『希望』,零雫,zh-CN,,SBクリエイティブ株式会社,urn:uuid:14d4cdab-58b3-4d0e-8b42-e33266bddafd
不死探偵・冷堂紅葉 ０３．君への挑戦状,零雫,2025-10-17, 不死探偵冷堂紅葉　０３君への挑戦状 .epub,不死探偵・冷堂紅葉 ０３．君への挑戦状,零雫,zh-CN,,SBクリエイティブ株式会社,urn:uuid:cc33d803-f083-4bba-8310-d2da8a966540
世界の終わりに君は花咲く,成東　志樹,2025-10-17, 世界の終わりに君は花咲く .epub,世界の終わりに君は花咲く,成東 志樹,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,urn:uuid:84748362-ba8f-4f17-8050-39a68fd75a9f
九課慰安係 case4 ～完全無欠たる有栖川～ (フランス書院eブックス),懺悔,2025-06-24, 九課慰安係 case4 ～完全無欠たる有栖川～ フランス書院eブックス .epub,九課慰安係 case4 ～完全無欠たる有栖川～ (フランス書院eブックス),懺悔,zh-CN,,フランス書院,d40a4c56-c89d-4d3d-8279-8570e90f4cf9
九課慰安係 case２ ～閃烈なる赤月～,懺悔,2025-06-24, 九課慰安係 case２　～閃烈なる赤月～ .epub,九課慰安係 case２ ～閃烈なる赤月～,懺悔,zh-CN,,フランス書院,urn:uuid:7b669ce1-9260-71d5-f2d7-a246758cffda
九課慰安係 case３ ～城壁の如き瀬野～,懺悔,2025-06-24, 九課慰安係 case３　～城壁の如き瀬野～ .epub,九課慰安係 case３ ～城壁の如き瀬野～,懺悔,zh-CN,,フランス書院,urn:uuid:5cdb5295-d3f3-5493-9d5c-8c1831da90fc
九課慰安係 ～機械仕掛けの響～,懺悔,2025-06-24, 九課慰安係　～機械仕掛けの響～ .epub,九課慰安係 ～機械仕掛けの響～,懺悔,zh-CN,,フランス書院,urn:uuid:71e508f2-c2bc-33c7-afec-5f87d8422ed4
二ノ宮さんは三千円,懺悔,2025-08-20, 二ノ宮さんは三千円 .epub,二ノ宮さんは三千円,懺悔,zh-CN,,フランス書院,urn:uuid:7de2be3c-f41d-642b-5bfc-5384079aeed7
二人暮らしなら妹とするのも当たり前だよね。,月見ハク,2025-05-23, 二人暮らしなら妹とするのも当たり前だよね .epub,二人暮らしなら妹とするのも当たり前だよね。,月見ハク,ja,,フランス書院,urn:uuid:92606311-4796-8921-326b-d09bf3e0e791
人妻参謀玉鋼出雲～富士山大陵辱作戦～,上田ながの,2025-07-30, 人妻参謀玉鋼出雲～富士山大陵辱作戦～ .epub,人妻参謀玉鋼出雲～富士山大陵辱作戦～,上田ながの,zh-CN,,株式会社キルタイムコミュニケーション,B076KDGHYY
人妻学園 ～営み指導で調教ッ!? ハメ堕ちする清純妻～「特別増量版」,たなかつ,2025-08-05, 人妻学園　～営み指導で調教ッ　ハメ堕ちする清純妻～特別増量版 .epub,人妻学園 ～営み指導で調教ッ!? ハメ堕ちする清純妻～「特別増量版」,たなかつ,zh-CN,,株式会社パラダイム,9784801593688
人気配信者たちのマネージャーになったら、全員元カノだった,柊咲,2025-11-24, 人気配信者たちのマネージャーになったら全員元カノだった .epub,人気配信者たちのマネージャーになったら、全員元カノだった,柊咲,zh-CN,,株式会社マイクロマガジン社,urn:isbn:9784867167014
人気配信者たちのマネージャーになったら、全員元カノだった 2,柊咲,2025-11-24, 人気配信者たちのマネージャーになったら全員元カノだった 2 .epub,人気配信者たちのマネージャーになったら、全員元カノだった 2,柊咲,zh-CN,,株式会社マイクロマガジン社,urn:isbn:9784867167137
人気配信者たちのマネージャーになったら、全員元カノだった 3【FANZA限定版】,柊咲,2025-11-24, 人気配信者たちのマネージャーになったら全員元カノだった 3FANZA限定版 .epub,人気配信者たちのマネージャーになったら、全員元カノだった 3【FANZA限定版】,柊咲,zh-CN,,株式会社マイクロマガジン社,urn:isbn:9784867168547
人類滅亡寸前ゲーム世界で自分を犠牲に敵を倒してたら、みんなが病んでいた 1,雨雲ばいう,2025-12-01, 人類滅亡寸前ゲーム世界で自分を犠牲に敵を倒してたらみんなが病んでいた 1 .epub,人類滅亡寸前ゲーム世界で自分を犠牲に敵を倒してたら、みんなが病んでいた 1,雨雲ばいう,zh-CN,,株式会社オーバーラップ,urn:uuid:530d031e-ffa3-4d79-8d57-12d4a927c689
今はセフレでいいから２,佐間野隆紀,2025-10-04, 今はセフレでいいから２ .epub,今はセフレでいいから２,佐間野隆紀,zh-CN,,フランス書院,book-downloader: 1937181_002
今はセフレでいいから３ (フランス書院eブックス),佐間野 隆紀,2025-11-24, 今はセフレでいいから３ フランス書院eブックス .epub,今はセフレでいいから３ (フランス書院eブックス),佐間野 隆紀,zh-CN,,フランス書院,f13a687d-a797-4c48-8e08-69f9ed959013
今日も女勇者がヤラレに来る 1,ロマンシング滋賀,2025-08-10, 今日も女勇者がヤラレに来る 1 .epub,今日も女勇者がヤラレに来る 1,ロマンシング滋賀,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,calibre:641
